Time,USDT,USDS,USDC,PayPal USD,USDe,DAI,PAXG_Price,bitcoin,聯準會利率,DXY_Index,USD/EUR,USD/JPY,USD/CNY,UNRATE,NASDAQ_Price,T10YIE(類似通膨日資料),VIX,道瓊平均工業指數,美國公債10年期殖利率,S&P500
2020/1/1,0.999836098,,1.004079232,,,1.000243,1528.142337,7200.174393,1.55,96.39,0.8919,108.7,6.9632,3.6,9092.19,1.79,12.47,28538.44,1.88,3257.8
2020/1/2,1.001565285,,1.005017006,,,0.997823,1525.200194,6985.470001,1.55,96.85,0.895,108.57,6.9644,3.6,9092.19,1.8,12.47,28868.8,1.88,3257.8
2020/1/3,1.004192448,,1.005272986,,,1.002185,1537.15949,7344.884183,1.55,96.84,0.8959,108.08,6.9655,3.6,9020.77,1.77,14.02,28634.88,1.8,3234.8
2020/1/4,1.00747231,,1.009466062,,,1.007795,1546.680558,7410.656566,1.55,96.84,0.8959,108.08,6.9655,3.6,9020.77,1.77,14.02,28634.88,1.8,3234.8
2020/1/5,1.006196689,,1.008496661,,,1.007635,1547.752547,7411.317327,1.55,96.84,0.8959,108.08,6.9655,3.6,9020.77,1.77,14.02,28634.88,1.8,3234.8
2020/1/6,1.00290252,,1.003119283,,,1.003022,1539.739673,7769.219039,1.55,96.67,0.893,108.36,6.976,3.6,9071.47,1.75,13.85,28703.38,1.81,3246.3
2020/1/7,1.001723313,,0.9994998951,,,0.996011,1538.278677,8163.692239,1.55,97,0.8966,108.42,6.9453,3.6,9068.58,1.74,13.79,28583.68,1.83,3237.2
2020/1/8,1.00425258,,1.004603463,,,1.005968,1575.601381,8079.862777,1.55,97.3,0.9005,109.12,6.9462,3.6,9129.24,1.75,13.45,28745.09,1.87,3253.1
2020/1/9,1.006573095,,1.007030824,,,1.005149,1567.36848,7879.071524,1.55,97.45,0.9004,109.51,6.9318,3.6,9203.43,1.74,12.54,28956.9,1.85,3274.7
2020/1/10,1.001462133,,1.000821618,,,1.002167,1514.934781,8166.55414,1.55,97.36,0.8992,109.46,6.9193,3.6,9178.86,1.76,12.56,28823.77,1.83,3265.3
2020/1/11,1.000091124,,1.00252928,,,1.002446,1520.124413,8037.537389,1.55,97.36,0.8992,109.46,6.9193,3.6,9178.86,1.76,12.56,28823.77,1.83,3265.3
2020/1/12,1.002477782,,1.004318012,,,1.001692,1523.797361,8192.494005,1.55,97.36,0.8992,109.46,6.9193,3.6,9178.86,1.76,12.56,28823.77,1.83,3265.3
2020/1/13,1.003346925,,1.004319134,,,1.001173,1527.764484,8144.194517,1.55,97.34,0.8981,109.93,6.8938,3.6,9273.93,1.77,12.32,28907.05,1.85,3288.1
2020/1/14,1.00182079,,1.002370636,,,1.001737,1568.980399,8827.764426,1.55,97.37,0.8986,109.97,6.8842,3.6,9251.33,1.77,12.39,28939.67,1.82,3283.2
2020/1/15,0.999656193,,1.001165434,,,0.995719,1521.476189,8807.010275,1.54,97.23,0.8968,109.88,6.8909,3.6,9258.69,1.75,12.42,29030.22,1.79,3289.3
2020/1/16,0.999230568,,1.002668048,,,0.984807,1515.410641,8723.785766,1.54,97.32,0.8979,110.14,6.8789,3.6,9357.13,1.74,12.32,29297.64,1.81,3316.8
2020/1/17,1.002879299,,1.004522954,,,1.003014,1589.678631,8929.037678,1.54,97.64,0.9018,110.14,6.8598,3.6,9388.94,1.75,12.1,29348.1,1.84,3329.6
2020/1/18,1.002741287,,1.005320014,,,1.001827,1592.042886,8942.808903,1.54,97.64,0.9018,110.14,6.8598,3.6,9388.94,1.75,12.1,29348.1,1.84,3329.6
2020/1/19,0.998534866,,0.9972901415,,,0.985941,1583.707999,8706.24513,1.54,97.64,0.9018,110.14,6.8598,3.6,9388.94,1.75,12.1,29348.1,1.84,3329.6
2020/1/20,1.000687537,,1.0008032,,,0.991633,1592.106264,8657.642939,1.54,97.61,0.9013,110.18,6.8669,3.6,9388.94,1.75,12.1,29348.1,1.84,3329.6
2020/1/21,1.001418364,,1.00264151,,,0.999183,1583.84434,8745.894788,1.54,97.53,0.9022,109.86,6.9058,3.6,9370.81,1.74,12.85,29196.04,1.78,3320.8
2020/1/22,1.000594773,,1.001615026,,,0.995976,1578.756452,8680.876042,1.55,97.53,0.9015,109.83,6.9067,3.6,9383.77,1.72,12.91,29186.27,1.77,3321.8
2020/1/23,0.998408664,,1.000878618,,,0.990997,1583.282493,8406.516068,1.55,97.69,0.9047,109.48,6.9367,3.6,9402.48,1.7,12.98,29160.09,1.74,3325.5
2020/1/24,1.002970057,,1.002793357,,,1.000083,1589.523098,8445.434282,1.55,97.85,0.9071,109.27,6.9367,3.6,9314.91,1.68,14.56,28989.73,1.7,3295.5
2020/1/25,1.00211264,,1.00203536,,,0.988558,1587.393406,8367.847773,1.55,97.85,0.9071,109.27,6.9367,3.6,9314.91,1.68,14.56,28989.73,1.7,3295.5
2020/1/26,1.000504236,,1.01218424,,,1.006592,1591.157083,8596.829833,1.55,97.85,0.9071,109.27,6.9367,3.6,9314.91,1.68,14.56,28989.73,1.7,3295.5
2020/1/27,1.001900149,,1.019120546,,,1.017624,1591.454637,8909.819178,1.55,97.96,0.9075,108.89,6.9367,3.6,9139.31,1.63,18.23,28535.8,1.61,3243.6
2020/1/28,1.000759954,,1.024195926,,,1.013262,1588.904877,9358.590317,1.55,98.02,0.9073,109.13,6.9367,3.6,9269.68,1.65,16.28,28722.85,1.65,3276.2
2020/1/29,1.002296219,,1.025095748,,,0.999195,1591.641464,9316.629504,1.55,97.99,0.9082,108.99,6.9367,3.6,9275.16,1.64,16.39,28734.45,1.6,3273.4
2020/1/30,1.001452241,,1.044029157,,,1.015623,1592.788986,9508.993595,1.55,97.87,0.9065,108.95,6.9367,3.6,9298.93,1.64,15.49,28859.44,1.57,3283.7
2020/1/31,1.000647842,,1.028374111,,,1.005588,1596.103546,9350.529365,1.55,97.39,0.9014,108.38,6.9367,3.6,9150.94,1.65,18.84,28256.03,1.51,3225.5
2020/2/1,1.00121586,,1.027545993,,,1.011581,1594.582954,9392.875368,1.55,97.39,0.9014,108.38,6.9367,3.5,9150.94,1.65,18.84,28256.03,1.51,3225.5
2020/2/2,1.000544075,,1.028209985,,,0.996393,1605.800844,9344.365293,1.55,97.39,0.9014,108.38,6.9367,3.5,9150.94,1.65,18.84,28256.03,1.51,3225.5
2020/2/3,0.998912847,,1.026433903,,,0.997725,1603.106461,9293.521089,1.55,97.8,0.9042,108.67,7.0215,3.5,9273.4,1.63,17.97,28399.81,1.54,3248.9
2020/2/4,1.001745183,,1.024435926,,,1.003365,1595.623437,9180.962967,1.55,97.96,0.9055,109.51,6.9985,3.5,9467.97,1.64,16.05,28807.63,1.61,3297.6
2020/2/5,1.002838319,,1.03186939,,,1.019185,1611.886607,9613.424289,1.59,98.3,0.9092,109.8,6.9738,3.5,9508.68,1.66,15.15,29290.85,1.66,3334.7
2020/2/6,0.997216108,,1.02465705,,,1.000031,1572.948411,9729.802231,1.59,98.5,0.9107,109.99,6.9708,3.5,9572.15,1.67,14.96,29379.77,1.65,3345.8
2020/2/7,0.997751083,,1.016931358,,,1.005904,1575.113538,9795.943773,1.59,98.68,0.9137,109.72,7.0015,3.5,9520.51,1.66,15.47,29102.51,1.59,3327.7
2020/2/8,0.999534332,,1.019541632,,,1.015199,1570.333886,9865.119469,1.59,98.68,0.9137,109.72,7.0015,3.5,9520.51,1.66,15.47,29102.51,1.59,3327.7
2020/2/9,1.001472724,,1.024578099,,,1.008634,1601.422797,10116.67376,1.59,98.68,0.9137,109.72,7.0015,3.5,9520.51,1.66,15.47,29102.51,1.59,3327.7
2020/2/10,1.000640114,,1.018855805,,,0.99682,1584.07032,9856.611494,1.59,98.83,0.9165,109.74,6.9844,3.5,9628.39,1.66,15.04,29276.81,1.56,3352.1
2020/2/11,0.998422646,,1.014908909,,,1.007251,1583.150743,10208.23626,1.59,98.72,0.9161,109.77,6.966,3.5,9638.94,1.65,15.18,29276.34,1.59,3357.8
2020/2/12,1.002559042,,1.033136846,,,1.018722,1591.223105,10326.05452,1.58,99.05,0.9197,110.08,6.972,3.5,9725.96,1.66,13.74,29551.42,1.62,3379.4
2020/2/13,0.998578718,,1.019116081,,,0.995143,1587.866869,10214.37946,1.58,99.07,0.9224,109.81,6.977,3.5,9711.97,1.67,14.15,29423.31,1.61,3373.9
2020/2/14,1.000113992,,1.016722698,,,0.993727,1593.389096,10312.11609,1.58,99.12,0.9232,109.74,6.9869,3.5,9731.18,1.66,13.68,29398.08,1.59,3380.2
2020/2/15,0.999127901,,1.011254957,,,0.985562,1590.356277,9889.424628,1.58,99.12,0.9232,109.74,6.9869,3.5,9731.18,1.66,13.68,29398.08,1.59,3380.2
2020/2/16,0.999272269,,1.009633987,,,0.991198,1588.894748,9934.43339,1.58,99.12,0.9232,109.74,6.9869,3.5,9731.18,1.66,13.68,29398.08,1.59,3380.2
2020/2/17,0.998474334,,1.011898063,,,1.006203,1590.639039,9690.142618,1.58,99,0.9229,109.88,6.9814,3.5,9731.18,1.66,13.68,29398.08,1.59,3380.2
2020/2/18,1.000758533,,1.021220785,,,1.021172,1540.744664,10141.99637,1.58,99.44,0.9266,109.86,6.9972,3.5,9732.74,1.65,14.83,29232.19,1.55,3370.3
2020/2/19,1.001323675,,1.007413689,,,0.964845,1539.957841,9633.386885,1.58,99.71,0.9254,111.35,6.9983,3.5,9817.18,1.65,14.38,29348.03,1.56,3386.2
2020/2/20,1.00259387,,1.00951188,,,0.987756,1552.89587,9608.475903,1.58,99.86,0.9273,112.11,7.023,3.5,9750.97,1.63,15.56,29219.98,1.52,3373.2
2020/2/21,1.003137607,,1.01122461,,,1.0001,1584.844253,9686.441198,1.58,99.26,0.9221,111.57,7.0271,3.5,9576.59,1.61,17.08,28992.41,1.46,3337.8
2020/2/22,1.001828882,,0.9999222429,,,0.99715,1586.36727,9663.181829,1.58,99.26,0.9221,111.57,7.0271,3.5,9576.59,1.61,17.08,28992.41,1.46,3337.8
2020/2/23,0.998016585,,0.9972806848,,,1.012573,1638.931211,9924.515228,1.58,99.26,0.9221,111.57,7.0271,3.5,9576.59,1.61,17.08,28992.41,1.46,3337.8
2020/2/24,0.998799987,,0.9995365998,,,0.987721,1666.601504,9650.174807,1.58,99.36,0.9213,110.71,7.0294,3.5,9221.28,1.59,25.03,27960.8,1.38,3225.9
2020/2/25,1.001454294,,1.000337697,,,0.982571,1655.569254,9341.705169,1.58,98.97,0.9191,110.18,7.0135,3.5,8965.61,1.53,27.85,27081.36,1.33,3128.2
2020/2/26,1.002741924,,1.002998469,,,0.998542,1663.573368,8820.5222,1.58,99,0.9191,110.42,7.0226,3.5,8980.77,1.54,27.56,26957.59,1.33,3116.4
2020/2/27,0.998413464,,1.000619323,,,0.9969,1679.141988,8784.493849,1.58,98.51,0.9091,109.58,7.0045,3.5,8566.48,1.53,39.16,25766.64,1.3,2978.8
2020/2/28,0.997088873,,0.9929813394,,,1.008274,1619.408447,8672.45535,1.58,98.13,0.9069,108.07,6.9919,3.5,8567.37,1.41,40.11,25409.36,1.13,2954.2
2020/2/29,1.006368324,,1.004586272,,,0.996331,1621.632773,8599.50862,1.58,98.13,0.9069,108.07,6.9919,3.5,8567.37,1.41,40.11,25409.36,1.13,2954.2
2020/3/1,1.000498304,,1.001161463,,,0.999519,1610.022968,8562.45405,1.58,98.13,0.9069,108.07,6.9919,4.4,8567.37,1.41,40.11,25409.36,1.13,2954.2
2020/3/2,0.994999994,,0.9942114585,,,1.003432,1615.334257,8869.670311,1.58,97.36,0.8982,108.3,6.961,4.4,8952.17,1.41,33.42,26703.32,1.1,3090.2
2020/3/3,1.002497014,,1.002810428,,,0.999385,1643.995694,8787.786456,1.58,97.15,0.8951,107.12,6.962,4.4,8684.09,1.45,36.82,25917.41,1.02,3003.4
2020/3/4,1.00062168,,1.000452557,,,1.002615,1641.425604,8755.245895,1.51,97.34,0.898,107.52,6.9263,4.4,9018.09,1.46,31.99,27090.86,1.02,3130.1
2020/3/5,1.002522269,,1.004376831,,,1.009739,1644.902734,9078.762792,1.51,96.82,0.8897,106.16,6.9373,4.4,8738.59,1.4,39.62,26121.28,0.92,3023.9
2020/3/6,0.998430319,,0.997433642,,,1.017148,1656.568925,9122.545573,1.51,95.95,0.8861,105.3,6.9321,4.4,8575.62,1.31,41.94,25864.78,0.74,2972.4
2020/3/7,1.000182103,,1.000412492,,,0.995334,1665.389746,8909.953652,1.51,95.95,0.8861,105.3,6.9321,4.4,8575.62,1.31,41.94,25864.78,0.74,2972.4
2020/3/8,1.009774919,,1.007403789,,,0.9774,1678.587224,8108.116291,1.51,95.95,0.8861,105.3,6.9321,4.4,8575.62,1.31,41.94,25864.78,0.74,2972.4
2020/3/9,0.999047755,,1.001110553,,,1.005669,1630.663841,7923.644703,1.51,94.89,0.8735,102.34,6.9466,4.4,7950.68,0.99,54.46,23851.02,0.54,2746.6
2020/3/10,1.001720599,,1.001518685,,,0.995731,1635.749202,7909.729393,1.51,96.41,0.8865,105.63,6.9564,4.4,8344.25,1,47.3,25018.16,0.76,2882.2
2020/3/11,0.998806316,,0.997317086,,,1.00221,1645.137661,7911.430129,1.09,96.51,0.8874,104.53,6.9605,4.4,7952.05,0.96,53.9,23553.22,0.82,2741.4
2020/3/12,1.053584631,,1.040553294,,,1.03544,1606.336562,4970.787901,1.09,97.47,0.8941,104.63,7.0295,4.4,7201.8,0.92,75.47,21200.62,0.88,2480.6
2020/3/13,0.999629099,,1.00252151,,,1.092951,1587.811066,5563.706892,1.09,98.75,0.9004,107.91,7.0086,4.4,7874.88,0.9,57.83,23185.62,0.94,2711
2020/3/14,1.001620635,,1.000497087,,,0.998534,1558.695198,5200.366264,1.09,98.75,0.9004,107.91,7.0086,4.4,7874.88,0.9,57.83,23185.62,0.94,2711
2020/3/15,1.001986661,,1.003144004,,,1.034467,1578.443214,5392.31488,1.09,98.75,0.9004,107.91,7.0086,4.4,7874.88,0.9,57.83,23185.62,0.94,2711
2020/3/16,0.997004024,,0.9986029904,,,1.029217,1547.879567,5014.479977,1.09,98.07,0.8943,105.85,6.9934,4.4,6904.59,0.73,82.69,20188.52,0.73,2386.1
2020/3/17,0.976145425,,0.9702375513,,,0.99345,1543.072283,5225.629193,1.09,99.57,0.9094,107.67,7.0079,4.4,7334.78,0.63,75.91,21237.38,1.02,2529.2
2020/3/18,0.974248381,,0.9701239439,,,0.994119,1513.489343,5238.438577,0.74,101.16,0.9162,108.06,7.0474,4.4,6989.84,0.63,76.45,19898.92,1.18,2398.1
2020/3/19,1.003193093,,1.002103503,,,1.023469,1549.285614,6191.192952,0.74,102.75,0.9353,110.69,7.1083,4.4,7150.58,0.5,72,20087.19,1.12,2409.4
2020/3/20,0.997556179,,0.9965847129,,,0.992461,1524.383471,6198.778205,0.74,102.82,0.935,110.8,7.0961,4.4,6879.52,0.75,66.04,19173.98,0.92,2304.9
2020/3/21,1.000949539,,1.000914204,,,1.006428,1574.307917,6185.066515,0.74,102.82,0.935,110.8,7.0961,4.4,6879.52,0.75,66.04,19173.98,0.92,2304.9
2020/3/22,0.999031594,,0.9959358587,,,0.971302,1532.936468,5830.254798,0.74,102.82,0.935,110.8,7.0961,4.4,6879.52,0.75,66.04,19173.98,0.92,2304.9
2020/3/23,0.996811817,,0.9910211434,,,1.036931,1598.807693,6416.314758,0.74,102.49,0.9326,111.2,7.0926,4.4,6860.67,0.8,61.59,18591.93,0.76,2237.4
2020/3/24,1.000473104,,0.9959822643,,,1.004994,1654.797355,6734.80378,0.74,102.04,0.9269,111.21,7.0631,4.4,7417.86,0.97,61.67,20704.91,0.84,2447.3
2020/3/25,0.998593857,,0.997521779,,,1.00285,1627.019588,6681.063127,0.15,101.05,0.919,111.19,7.1148,4.4,7384.3,1.07,63.95,21200.55,0.88,2475.6
2020/3/26,0.998482708,,0.9940559336,,,1.016363,1697.147276,6716.440549,0.15,99.35,0.9067,109.58,7.0735,4.4,7797.54,1.07,61,22552.17,0.83,2630.1
2020/3/27,1.013318082,,1.012163993,,,0.999469,1644.773459,6469.798135,0.15,98.36,0.8975,107.89,7.0963,4.4,7502.38,0.94,65.54,21636.78,0.72,2541.5
2020/3/28,0.999703769,,0.9968717268,,,1.003045,1650.326826,6242.193868,0.15,98.36,0.8975,107.89,7.0963,4.4,7502.38,0.94,65.54,21636.78,0.72,2541.5
2020/3/29,1.001962804,,0.9780378265,,,0.981289,1660.165908,5922.043123,0.15,98.36,0.8975,107.89,7.0963,4.4,7502.38,0.94,65.54,21636.78,0.72,2541.5
2020/3/30,1.006534167,,1.005466361,,,1.019009,1654.207893,6429.841934,0.15,99.18,0.9051,107.81,7.1003,4.4,7774.15,0.95,57.08,22327.48,0.7,2626.7
2020/3/31,1.003027088,,1.001333897,,,1.010974,1644.365047,6438.644766,0.15,99.05,0.9066,107.53,7.0825,4.4,7700.1,0.87,53.54,21917.16,0.7,2584.6
2020/4/1,1.004745956,,0.9957466308,,,1.022713,1629.561123,6606.776268,0.09,99.67,0.9121,107.15,7.1001,14.8,7360.58,0.91,57.06,20943.51,0.62,2470.5
2020/4/2,1.000716778,,0.9996028034,,,1.019235,1738.367443,6793.624596,0.09,100.18,0.921,107.9,7.0841,14.8,7487.31,1.03,50.91,21413.44,0.63,2526.9
2020/4/3,1.001711578,,1.000665709,,,1.002333,1733.380881,6733.387391,0.09,100.58,0.9252,108.45,7.0928,14.8,7373.08,1.08,46.8,21052.53,0.62,2488.7
2020/4/4,1.004113387,,1.001581007,,,1.0173,1766.837765,6867.527316,0.09,100.58,0.9252,108.45,7.0928,14.8,7373.08,1.08,46.8,21052.53,0.62,2488.7
2020/4/5,1.002849606,,1.001513641,,,1.010208,1733.605495,6791.129441,0.09,100.58,0.9252,108.45,7.0928,14.8,7373.08,1.08,46.8,21052.53,0.62,2488.7
2020/4/6,0.992832606,,0.9967290006,,,1.049618,1769.737505,7271.781153,0.09,100.68,0.9266,109.2,7.0928,14.8,7913.24,1.14,45.24,22679.99,0.67,2663.7
2020/4/7,0.99862865,,0.9963283062,,,1.0182,1637.374621,7176.4145,0.09,99.9,0.9182,108.7,7.0458,14.8,7887.26,1.17,46.7,22653.86,0.75,2659.4
2020/4/8,0.999123621,,0.995846486,,,1.019663,1661.373965,7334.098453,0.05,100.12,0.921,108.81,7.066,14.8,8090.9,1.19,43.35,23433.57,0.77,2750
2020/4/9,1.003465294,,1.001511677,,,1.016835,1664.069157,7302.089511,0.05,99.52,0.915,108.46,7.0432,14.8,8153.57,1.23,41.67,23719.37,0.73,2789.8
2020/4/10,1.000792816,,0.9989707254,,,0.996717,1686.550241,6865.493372,0.05,99.52,0.9144,108.46,7.036,14.8,8153.57,1.23,41.67,23719.37,0.73,2789.8
2020/4/11,0.998115803,,0.9950066811,,,0.999656,1686.7382,6859.082963,0.05,99.52,0.9144,108.46,7.036,14.8,8153.57,1.23,41.67,23719.37,0.73,2789.8
2020/4/12,1.008168613,,1.004065253,,,1.010076,1696.128682,6971.091591,0.05,99.52,0.9144,108.46,7.036,14.8,8153.57,1.23,41.67,23719.37,0.73,2789.8
2020/4/13,1.00032698,,0.9984233105,,,1.010103,1705.874204,6845.037697,0.05,99.35,0.9163,107.76,7.0527,14.8,8192.42,1.26,41.17,23390.77,0.76,2761.6
2020/4/14,0.996805688,,0.9959272454,,,0.993395,1779.068847,6842.427861,0.05,98.89,0.9107,107.2,7.0486,14.8,8515.74,1.29,37.76,23949.76,0.76,2846.1
2020/4/15,0.999528597,,0.999661283,,,0.983652,1736.56766,6642.109893,0.05,99.46,0.9167,107.47,7.0677,14.8,8393.18,1.19,40.84,23504.35,0.63,2783.4
2020/4/16,1.002719175,,1.001097447,,,1.024618,1734.836534,7116.804218,0.05,100.03,0.9228,107.94,7.0798,14.8,8532.36,1.03,40.11,23537.68,0.61,2799.6
2020/4/17,1.006741723,,1.005642551,,,1.014324,1731.80628,7096.184659,0.05,99.78,0.9197,107.51,7.0731,14.8,8650.14,1.01,38.15,24242.49,0.65,2874.6
2020/4/18,1.000777377,,0.9998854389,,,1.015588,1697.546802,7257.664858,0.05,99.78,0.9197,107.51,7.0731,14.8,8650.14,1.01,38.15,24242.49,0.65,2874.6
2020/4/19,1.007703713,,1.006058292,,,1.011486,1709.983295,7189.424824,0.05,99.78,0.9197,107.51,7.0731,14.8,8650.14,1.01,38.15,24242.49,0.65,2874.6
2020/4/20,1.004803951,,1.002189341,,,0.992598,1724.007357,6881.958693,0.05,99.96,0.9206,107.61,7.0736,14.8,8560.73,0.94,43.83,23650.44,0.63,2823.2
2020/4/21,1.006455984,,1.002432567,,,1.010533,1721.205283,6880.323474,0.05,100.26,0.921,107.76,7.092,14.8,8263.23,0.96,45.41,23018.88,0.58,2736.6
2020/4/22,1.000910626,,1.000528771,,,1.01522,1707.268385,7117.207479,0.05,100.39,0.924,107.72,7.0842,14.8,8495.38,1.06,41.98,23475.82,0.63,2799.3
2020/4/23,0.997692026,,0.9938082999,,,1.000119,1722.895208,7429.724649,0.05,100.43,0.9278,107.58,7.0667,14.8,8494.75,1.05,41.38,23515.26,0.61,2797.8
2020/4/24,1.007932441,,1.006198093,,,1.01367,1740.256265,7550.901027,0.05,100.38,0.9241,107.5,7.0819,14.8,8634.52,1.11,35.93,23775.27,0.6,2836.7
2020/4/25,1.004679649,,1.00396597,,,1.021011,1747.778177,7569.936034,0.05,100.38,0.9241,107.5,7.0819,14.8,8634.52,1.11,35.93,23775.27,0.6,2836.7
2020/4/26,1.000312296,,0.9989564544,,,1.009847,1739.625732,7679.867204,0.05,100.38,0.9241,107.5,7.0819,14.8,8634.52,1.11,35.93,23775.27,0.6,2836.7
2020/4/27,1.0040905,,1.002314525,,,1.009207,1722.46191,7795.600835,0.05,100.04,0.9234,107.22,7.0865,14.8,8730.16,1.17,33.29,24133.78,0.67,2878.5
2020/4/28,1.007822157,,1.004223984,,,1.003831,1726.507749,7807.058451,0.05,99.86,0.9242,106.86,7.0796,14.8,8607.73,1.14,33.57,24101.55,0.62,2863.4
2020/4/29,1.008122539,,1.005151131,,,1.020336,1739.496002,8801.037767,0.04,99.57,0.9196,106.7,7.0768,14.8,8914.71,1.14,31.23,24633.86,0.63,2939.5
2020/4/30,1.005112255,,1.001821328,,,0.999697,1697.923156,8658.55418,0.04,99.02,0.9127,107.17,7.0622,14.8,8889.55,1.07,34.15,24345.72,0.64,2912.4
2020/5/1,1.00813682,,1.004920124,,,1.006153,1741.493642,8864.766808,0.04,99.08,0.9107,106.93,7.0622,13.2,8604.95,1.06,37.19,23723.69,0.64,2830.7
2020/5/2,1.003478012,,1.002509306,,,1.005229,1719.198715,8988.596207,0.04,99.08,0.9107,106.93,7.0622,13.2,8604.95,1.06,37.19,23723.69,0.64,2830.7
2020/5/3,1.003507991,,0.9992958748,,,0.993301,1706.999327,8897.46851,0.04,99.08,0.9107,106.93,7.0622,13.2,8604.95,1.06,37.19,23723.69,0.64,2830.7
2020/5/4,1.006108638,,1.002651796,,,1.007818,1716.022496,8912.654605,0.04,99.48,0.9168,106.73,7.0622,13.2,8710.72,1.07,35.97,23749.76,0.64,2842.7
2020/5/5,1.000856084,,0.9991190962,,,1.012266,1696.590873,9003.070178,0.04,99.71,0.9228,106.58,7.0622,13.2,8809.12,1.1,33.61,23883.09,0.66,2868.4
2020/5/6,1.017930722,,1.008072674,,,0.997923,1696.015578,9268.762081,0.05,100.09,0.9264,106.14,7.1046,13.2,8854.39,1.1,34.12,23664.64,0.72,2848.4
2020/5/7,1.002894808,,1.000923973,,,1.008746,1706.032706,9951.518745,0.05,99.89,0.923,106.27,7.0844,13.2,8979.66,1.08,31.44,23875.89,0.63,2881.2
2020/5/8,1.003764398,,1.003993165,,,1.003795,1730.70421,9842.666368,0.05,99.73,0.9225,106.65,7.0742,13.2,9121.32,1.12,27.98,24331.32,0.69,2929.8
2020/5/9,1.004818143,,1.002112746,,,1.002737,1712.854296,9593.896734,0.05,99.73,0.9225,106.65,7.0742,13.2,9121.32,1.12,27.98,24331.32,0.69,2929.8
2020/5/10,1.001054662,,1.001692602,,,1.00913,1714.51738,8756.431142,0.05,99.73,0.9225,106.65,7.0742,13.2,9121.32,1.12,27.98,24331.32,0.69,2929.8
2020/5/11,0.998363732,,0.9973213822,,,0.993176,1699.556274,8601.796202,0.05,100.24,0.9253,107.66,7.0992,13.2,9192.34,1.13,27.57,24221.99,0.73,2930.3
2020/5/12,1.000734525,,1.001191868,,,1.002202,1705.512391,8804.477811,0.05,99.93,0.9219,107.13,7.0829,13.2,9002.55,1.09,33.04,23764.78,0.69,2870.1
2020/5/13,1.000231764,,1.001011178,,,1.023432,1717.175687,9269.987706,0.05,100.24,0.9245,107.02,7.0923,13.2,8863.17,1.07,35.28,23247.97,0.64,2820
2020/5/14,0.998860373,,0.9968827216,,,1.00795,1732.393023,9733.721471,0.05,100.47,0.9255,107.24,7.0959,13.2,8943.72,1.06,32.61,23625.34,0.63,2852.5
2020/5/15,1.003971504,,1.002947669,,,0.985713,1735.513993,9328.197226,0.05,100.4,0.9246,107.02,7.1022,13.2,9014.56,1.09,31.89,23685.42,0.64,2863.7
2020/5/16,1.000193631,,0.9993360275,,,1.002965,1753.415394,9377.014026,0.05,100.4,0.9246,107.02,7.1022,13.2,9014.56,1.09,31.89,23685.42,0.64,2863.7
2020/5/17,1.001589659,,1.001594334,,,0.993896,1764.334815,9670.739371,0.05,100.4,0.9246,107.02,7.1022,13.2,9014.56,1.09,31.89,23685.42,0.64,2863.7
2020/5/18,1.00135053,,1.001309805,,,0.999346,1743.798892,9726.574815,0.05,99.67,0.9164,107.33,7.1097,13.2,9234.83,1.17,29.3,24597.37,0.73,2953.9
2020/5/19,0.996018516,,0.9953954028,,,0.995255,1764.9368,9729.037919,0.05,99.37,0.9155,107.68,7.0993,13.2,9185.1,1.15,30.53,24206.86,0.7,2922.9
2020/5/20,0.998948041,,0.9999867692,,,1.001544,1776.000683,9522.981157,0.05,99.12,0.9109,107.51,7.0935,13.2,9375.78,1.16,27.99,24575.9,0.68,2971.6
2020/5/21,1.002001433,,1.00199838,,,0.996533,1748.47614,9081.762023,0.05,99.37,0.9132,107.61,7.1153,13.2,9284.88,1.14,29.53,24474.12,0.68,2948.5
2020/5/22,1.002287008,,1.003144416,,,1.008696,1745.837237,9182.577518,0.05,99.86,0.9174,107.61,7.1305,13.2,9324.59,1.12,28.16,24465.16,0.66,2955.4
2020/5/23,1.005537734,,1.004599648,,,1.002543,1742.186305,9209.287428,0.05,99.86,0.9174,107.61,7.1305,13.2,9324.59,1.12,28.16,24465.16,0.66,2955.4
2020/5/24,1.001089167,,1.002402431,,,0.986584,1734.584022,8790.368001,0.05,99.86,0.9174,107.61,7.1305,13.2,9324.59,1.12,28.16,24465.16,0.66,2955.4
2020/5/25,1.003199297,,1.002304573,,,0.996449,1727.144854,8906.934761,0.05,99.86,0.9174,107.69,7.1368,13.2,9324.59,1.12,28.16,24465.16,0.66,2955.4
2020/5/26,0.998007784,,0.9993714051,,,0.998869,1719.286718,8835.053061,0.05,98.91,0.9106,107.52,7.135,13.2,9340.22,1.13,28.01,24995.11,0.69,2991.8
2020/5/27,1.004554224,,1.002329848,,,1.009444,1712.977468,9181.017948,0.05,99.06,0.9087,107.71,7.1697,13.2,9412.36,1.14,27.62,25548.27,0.68,3036.1
2020/5/28,1.001152533,,0.9989592908,,,1.013366,1737.748381,9525.751095,0.05,98.38,0.9028,107.63,7.1463,13.2,9368.99,1.18,28.59,25400.64,0.7,3029.7
2020/5/29,1.003354853,,1.002418716,,,1.002004,1746.740197,9439.12439,0.05,98.34,0.901,107.77,7.1373,13.2,9489.87,1.15,27.51,25383.11,0.65,3044.3
